id,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
2160,Highett,4 Major St,4,h,1300000,VB,Buxton,24/6/17,16,3190,4,2,2,604,,,Bayside,-37.94783,145.03983,Southern Metropolitan,4794
2161,Keilor Downs,7 Antwerp Dr,4,h,670000,S,Prof.,24/6/17,15.5,3038,4,2,2,713,164,1982,Brimbank,-37.72305,144.81074,Western Metropolitan,3656
2162,Kensington,91A Bayswater Rd,3,h,1250000,S,Nelson,24/6/17,3.4,3031,3,1,2,340,,,Melbourne,-37.79436,144.92158,Northern Metropolitan,5263
2163,Kensington,11 McCracken St,2,h,840500,S,Rendina,24/6/17,3.4,3031,2,1,0,107,,,Melbourne,-37.79025,144.92798,Northern Metropolitan,5263
2164,Kew,1/38 Pakington St,2,u,797000,S,Jellis,24/6/17,5.4,3101,2,1,2,964,,1960,Boroondara,-37.80222,145.03501,Southern Metropolitan,10331
2165,Kew,47 Stevenson St,3,h,3001000,S,Woodards,24/6/17,5.4,3101,3,1,3,784,,,Boroondara,-37.80978,145.02185,Southern Metropolitan,10331
2166,Malvern East,8 Vickery St,4,h,3600000,S,Marshall,24/6/17,8.4,3145,4,3,2,552,355,2015,Stonnington,-37.87421,145.04958,Southern Metropolitan,8801
2167,Mill Park,2/7 Bradley Dr,2,h,428000,S,Ray,24/6/17,17.9,3082,2,1,1,389,104,2005,Whittlesea,-37.65623,145.07431,Northern Metropolitan,10529
2168,Montmorency,146 Sherbourne Rd,3,h,755000,S,Buckingham,24/6/17,16.2,3094,3,1,2,848,,,Banyule,-37.71287,145.132,Eastern Metropolitan,3891
2169,Murrumbeena,2/41 Kangaroo Rd,3,u,1220500,S,Ray,24/6/17,10.1,3163,3,2,2,462,,,Glen Eira,-37.89767,145.07332,Southern Metropolitan,4442
2170,Newport,36 Junction St,3,h,1220000,SP,Hunter,24/6/17,6.2,3015,3,1,2,492,103,1940,Hobsons Bay,-37.83529,144.87893,Western Metropolitan,5498
2171,North Warrandyte,46 Osborne Rd,5,h,1550000,VB,Jellis,24/6/17,21.1,3113,5,3,4,4221,321,1980,Nillumbik,-37.73371,145.24045,Eastern Metropolitan,1058
2172,Northcote,22 Waterloo Rd,3,h,1350000,VB,Nelson,24/6/17,5.3,3070,3,1,0,271,,1910,Darebin,-37.7754,145.00229,Northern Metropolitan,11364
2173,Nunawading,5 Lynette St,4,h,1075000,PI,Ray,24/6/17,15.4,3131,4,2,2,697,216,1970,Whitehorse,-37.80864,145.17161,Eastern Metropolitan,4973
2174,Oak Park,4 Barina Rd,3,h,821000,S,Stockdale,24/6/17,11.2,3046,3,1,1,656,,,Moreland,-37.71467,144.92304,Northern Metropolitan,2651
2175,Oak Park,3/13 Sylvester St,2,t,560000,SP,Eview,24/6/17,11.2,3046,2,1,1,132,73,2014,Moreland,-37.72048,144.91323,Northern Metropolitan,2651
2176,Oakleigh East,33 Greta St,3,h,1210000,S,Buxton,24/6/17,12.3,3166,3,1,2,700,115,1960,Monash,-37.9125,145.11844,Southern Metropolitan,2547
2177,Ormond,1/276 Grange Rd,2,h,790000,S,Gary,24/6/17,11.4,3204,2,1,2,253,,,Glen Eira,-37.90173,145.04466,Southern Metropolitan,3578
2178,Port Melbourne,6/5 Liardet St,2,u,816000,S,hockingstuart,24/6/17,3.5,3207,2,1,1,0,,2000,Port Phillip,-37.84237,144.94486,Southern Metropolitan,8648
2179,Prahran,9/305 Dandenong Rd,2,u,1020000,S,hockingstuart,24/6/17,4.6,3181,2,1,1,0,102,1920,Stonnington,-37.85931,145.00616,Southern Metropolitan,7717
2180,Preston,10 Ivy St,2,t,660000,PI,Jellis,24/6/17,8.4,3072,2,2,1,70,,1940,Darebin,-37.74645,144.98888,Northern Metropolitan,14577
2181,Preston,6 The Mews,3,h,1020000,VB,Nelson,24/6/17,8.4,3072,3,3,2,158,159,2008,Darebin,-37.75026,144.98428,Northern Metropolitan,14577
2182,Reservoir,1 Balfour St,3,h,630000,S,Woodards,24/6/17,12,3073,3,1,2,0,,,Darebin,-37.69528,145.00523,Northern Metropolitan,21650
2183,Reservoir,13 McColl St,3,h,911000,S,Harcourts,24/6/17,12,3073,3,1,4,601,,1950,Darebin,-37.72943,145.01904,Northern Metropolitan,21650
2184,Richmond,15 The Crofts,3,h,1300000,VB,Jellis,24/6/17,2.4,3121,3,1,0,200,,,Yarra,-37.8196,144.99101,Northern Metropolitan,14949
2185,Richmond,4/12 Woodlawn St,2,u,717000,S,Nelson,24/6/17,2.4,3121,2,1,0,316,,,Yarra,-37.82295,144.99146,Northern Metropolitan,14949
2186,Ripponlea,84 Brighton Rd,2,h,1005000,PI,McGrath,24/6/17,7.2,3185,2,2,2,290,,,Port Phillip,-37.87726,144.99336,Southern Metropolitan,821
2187,Seaford,42 Mitchell St,6,h,1050000,S,U,24/6/17,35.4,3198,6,4,2,662,373,,Frankston,-38.1078,145.1305,South-Eastern Metropolitan,8077
2188,South Yarra,24 Tivoli Rd,3,h,1810000,S,Jellis,24/6/17,2.7,3141,3,2,2,273,,,Stonnington,-37.8386,144.99852,Southern Metropolitan,14887
2189,Springvale,5 Sullivan St,3,h,770000,S,Stockdale,24/6/17,20.8,3171,3,1,1,606,,,Greater Dandenong,-37.93861,145.15351,South-Eastern Metropolitan,7412
2190,Sunshine West,1/41 Bardsley St,3,u,518000,S,HAR,24/6/17,10.5,3020,3,1,1,322,,,Brimbank,-37.79209,144.82024,Western Metropolitan,6763
2191,Surrey Hills,52 Park Rd,5,h,2000000,VB,Noel,24/6/17,10.2,3127,5,3,2,735,286,1945,Whitehorse,-37.83583,145.10664,Southern Metropolitan,5457
2192,Surrey Hills,430 Whitehorse Rd,3,h,1050000,S,Marshall,24/6/17,10.2,3127,3,2,2,444,,,Boroondara,-37.81411,145.09055,Southern Metropolitan,5457
2193,Templestowe Lower,23 Gertrude St,4,h,1352000,S,Ray,24/6/17,12.4,3107,4,2,3,725,,,Manningham,-37.76472,145.10261,Eastern Metropolitan,5420
2194,Thomastown,15 Charlton Pl,3,h,632500,S,Harcourts,24/6/17,15.3,3074,3,1,2,536,,,Whittlesea,-37.67669,144.99197,Northern Metropolitan,7955
2195,Thornbury,243 Darebin Rd,2,h,1460000,S,Nelson,24/6/17,7,3071,2,1,2,508,,,Darebin,-37.76499,145.01723,Northern Metropolitan,8870
2196,Thornbury,29 Speight St,2,h,1000000,PI,Nelson,24/6/17,7,3071,2,1,2,443,,,Darebin,-37.76219,145.00968,Northern Metropolitan,8870
2197,Vermont South,3 Terrara Ct,4,h,1290000,S,Ray,24/6/17,17.2,3133,4,2,2,407,300,2003,Whitehorse,-37.85028,145.18787,Eastern Metropolitan,4280
2198,Wantirna,6 Deauville Ct,4,h,1000000,SP,Barry,24/6/17,14.7,3152,4,2,1,722,,1980,Knox,-37.85848,145.23982,Eastern Metropolitan,5424
2199,West Melbourne,148 Adderley St,3,h,1370000,S,Jellis,24/6/17,3.1,3003,3,1,0,121,,,Melbourne,-37.80973,144.9472,Northern Metropolitan,2230
2200,Abbotsford,1/43 Abbotsford St,2,u,505000,PI,Nelson,27/5/17,3,3067,2,1,1,0,38,1970,Yarra,-37.80206,145.00015,Northern Metropolitan,4019
2201,Abbotsford,67 Yarra St,3,h,1402500,S,Jellis,27/5/17,3,3067,3,1,1,270,101,1960,Yarra,-37.8023,144.99615,Northern Metropolitan,4019
2202,Albert Park,96 Danks St,3,h,1505000,S,Cayzer,27/5/17,3,3206,3,1,1,149,109,1890,Port Phillip,-37.84587,144.94828,Southern Metropolitan,3280
2203,Albert Park,99 Merton St,3,h,1900000,S,hockingstuart,27/5/17,3,3206,3,1,1,186,,,Port Phillip,-37.84431,144.95532,Southern Metropolitan,3280
2204,Albion,2/36 Selwyn St,3,u,600000,SA,Douglas,27/5/17,10.5,3020,3,2,2,247,127,2013,Brimbank,-37.77976,144.81559,Western Metropolitan,2185
2205,Ashburton,27 Vears Rd,3,h,1775000,S,Buxton,27/5/17,10.2,3147,3,2,2,721,,,Boroondara,-37.86123,145.08845,Southern Metropolitan,3052
2206,Balwyn,1/100 Balwyn Rd,2,u,460000,PI,Barry,27/5/17,7.9,3103,2,1,1,0,,,Boroondara,-37.81172,145.08175,Southern Metropolitan,5682
2207,Bayswater,15 Clifford St,4,h,705000,PI,Biggin,27/5/17,23.2,3153,4,2,4,765,141,1975,Knox,-37.854,145.2565,Eastern Metropolitan,5030
2208,Bentleigh East,2/10 Thana St,3,t,955000,S,hockingstuart,27/5/17,13.8,3165,3,2,2,225,,,Glen Eira,-37.91425,145.08376,Southern Metropolitan,10969
2209,Berwick,3 Thornley Dr,4,h,740000,S,Harcourts,27/5/17,35.2,3806,4,2,2,796,,2004,Casey,-38.06022,145.35044,Eastern Victoria,17093
2210,Black Rock,1/43 Iona St,3,u,1080000,S,Buxton,27/5/17,17.3,3193,3,2,2,328,144,1980,Bayside,-37.97359,145.0214,Southern Metropolitan,2866
2211,Briar Hill,1/4 Box Rd,3,h,590000,S,Barry,27/5/17,16.1,3088,3,1,2,392,,,Banyule,-37.70433,145.12184,Eastern Metropolitan,1390
2212,Brunswick,141 Edward St,3,h,1505000,S,Jellis,27/5/17,5.2,3056,3,1,1,349,,,Moreland,-37.7744,144.96753,Northern Metropolitan,11918
2213,Brunswick,106 Evans St,3,h,1280000,S,Ray,27/5/17,5.2,3056,3,1,1,439,,,Moreland,-37.77047,144.97005,Northern Metropolitan,11918
2214,Brunswick East,40 Albion St,4,h,1210000,S,Biggin,27/5/17,4,3057,4,2,2,425,140,1920,Moreland,-37.76262,144.97733,Northern Metropolitan,5533
2215,Brunswick West,2/7 Gordon St,2,u,460000,S,Ray,27/5/17,5.2,3055,2,1,1,54,60,1970,Moreland,-37.75948,144.94758,Northern Metropolitan,7082
2216,Bulleen,43 Robert St,1,h,1310000,S,Jellis,27/5/17,10.8,3105,1,1,1,604,,1999,Manningham,-37.75981,145.08599,Eastern Metropolitan,4480
2217,Burwood,2/277 Warrigal Rd,2,t,700000,S,Noel,27/5/17,10.4,3125,2,1,1,148,,,Whitehorse,-37.84743,145.09657,Southern Metropolitan,5678
2218,Burwood East,2C Ray Rd,3,t,780000,PI,Ray,27/5/17,14.7,3151,3,2,2,306,138,1999,Whitehorse,-37.85473,145.1521,Eastern Metropolitan,4048
2219,Canterbury,6 Maysia St,4,h,2408000,S,Jellis,27/5/17,8.4,3126,4,2,2,654,221,1945,Boroondara,-37.83208,145.07533,Southern Metropolitan,3265
2220,Carlton,1003/123 Pelham St,2,u,1100000,VB,Jellis,27/5/17,1.6,3053,2,2,2,0,,2008,Melbourne,-37.80279,144.96442,Northern Metropolitan,6786
2221,Carnegie,3/51 Coorigil Rd,3,u,1042000,S,hockingstuart,27/5/17,10.1,3163,3,2,2,0,122,2008,Glen Eira,-37.89622,145.06032,Southern Metropolitan,7822
2222,Cheltenham,6 Tilley St,3,h,1145000,S,Buxton,27/5/17,17.9,3192,3,1,2,584,112,1950,Kingston,-37.96911,145.07271,Southern Metropolitan,9758
2223,Cheltenham,37 Woodland Dr,3,h,755000,SP,Ray,27/5/17,17.9,3192,3,1,2,350,,,Kingston,-37.95342,145.06026,Southern Metropolitan,9758
2224,Chirnside Park,2 Greenridge Ct,4,h,911982,SP,Hoskins,27/5/17,27.1,3116,4,2,3,734,222,1996,Yarra Ranges,-37.76032,145.30299,Eastern Victoria,3789
2225,Craigieburn,84 Royal Tce,3,t,420000,S,Ray,27/5/17,20.6,3064,3,2,2,219,175,2010,Hume,-37.57243,144.92663,Northern Metropolitan,15510
2226,Cremorne,311/163 Cremorne St,2,u,570000,S,Biggin,27/5/17,2.4,3121,2,2,1,0,75,2007,Yarra,-37.83011,144.99044,Northern Metropolitan,1123
2227,Croydon,13 Robinson St,3,h,637000,S,Philip,27/5/17,23,3136,3,1,2,455,156,1960,Maroondah,-37.79318,145.25811,Eastern Metropolitan,11925
2228,Croydon Hills,8 Wildberry Cl,4,h,905000,S,Fletchers,27/5/17,23,3136,4,2,2,731,178,1985,Maroondah,-37.78021,145.26367,Eastern Metropolitan,1705
2229,Deer Park,7 Ballina Ct,4,h,447000,S,HAR,27/5/17,14.8,3023,4,2,2,704,,,Brimbank,-37.7613,144.75988,Western Metropolitan,6388
2230,Dingley Village,4 Ruby Pl,4,h,1255000,S,Ray,27/5/17,22.2,3172,4,2,3,624,277,2004,Kingston,-37.97533,145.12278,South-Eastern Metropolitan,3940
2231,Doncaster,9 Ella Ct,3,h,1060000,S,Barry,27/5/17,12.4,3108,3,1,1,633,,,Manningham,-37.79094,145.11335,Eastern Metropolitan,9028
2232,Doncaster East,2/24 Boronia Gr,3,u,871000,S,Fletchers,27/5/17,14.3,3109,3,2,2,195,142,2010,Manningham,-37.79979,145.15665,Eastern Metropolitan,10999
2233,Doncaster East,30 Daphne St,3,h,1385000,S,Noel,27/5/17,14.3,3109,3,2,3,654,149,1966,Manningham,-37.78496,145.14659,Eastern Metropolitan,10999
2234,Doncaster East,2A Dianne St,3,h,1360000,S,Jellis,27/5/17,14.3,3109,3,2,2,402,200,2007,Manningham,-37.79408,145.16352,Eastern Metropolitan,10999
2235,Elsternwick,1/6 Parnell St,4,t,1970000,S,Gary,27/5/17,7.2,3185,4,2,2,470,,,Glen Eira,-37.89359,145.01267,Southern Metropolitan,4898
2236,Eltham North,99 Weidlich Rd,4,h,925000,S,Barry,27/5/17,18,3095,4,2,2,796,,,Banyule,-37.69771,145.1349,Eastern Metropolitan,2346
2237,Epping,12 Cabot Dr,3,h,500000,S,Harcourts,27/5/17,19.6,3076,3,2,2,553,117,1975,Whittlesea,-37.64463,145.04155,Northern Metropolitan,10926
2238,Epping,18 Grimwade Ct,3,h,528000,S,Ray,27/5/17,19.6,3076,3,2,1,525,125,,Whittlesea,-37.6507,145.04681,Northern Metropolitan,10926
2239,Epping,13 Orlit Ct,4,h,545000,PI,Barry,27/5/17,19.6,3076,4,2,2,635,157,1985,Whittlesea,-37.64051,145.05743,Northern Metropolitan,10926
2240,Essendon,4/18 Shaftesbury St,1,u,280000,S,Frank,27/5/17,7.5,3040,1,1,1,28,,1970,Moonee Valley,-37.75209,144.92255,Western Metropolitan,9264
2241,Essendon West,36 Ruby St,3,h,1050000,VB,Barry,27/5/17,7.5,3040,3,3,1,846,187,1940,Moonee Valley,-37.75228,144.88429,Western Metropolitan,588
2242,Gladstone Park,10 Taunton Pl,4,h,635000,S,YPA,27/5/17,12.9,3043,4,2,2,634,,1980,Hume,-37.68368,144.88976,Western Metropolitan,3285
2243,Glen Iris,42 Martin Rd,3,h,1500000,S,J,27/5/17,7.3,3146,3,2,2,409,,,Boroondara,-37.84965,145.05904,Southern Metropolitan,10412
2244,Glen Waverley,11 Buller Dr,4,h,1331000,S,McGrath,27/5/17,16.7,3150,4,2,2,762,,,Monash,-37.86584,145.16502,Eastern Metropolitan,15321
2245,Glenroy,1 Dromana St,3,h,865000,S,Brad,27/5/17,11.2,3046,3,1,1,746,152,1960,Moreland,-37.71051,144.90925,Northern Metropolitan,8870
2246,Greensborough,5 Glenice St,3,h,740000,S,Darren,27/5/17,16.1,3088,3,1,3,580,142,1962,Banyule,-37.71536,145.10205,Northern Metropolitan,8524
2247,Greenvale,65 Clare Bvd,4,h,730000,S,YPA,27/5/17,20.4,3059,4,2,1,633,270,2004,Hume,-37.63958,144.90267,Northern Metropolitan,4864
2248,Greenvale,12 Taormina St,3,h,550000,VB,Barry,27/5/17,20.4,3059,3,2,2,392,,2013,Hume,-37.62458,144.88546,Northern Metropolitan,4864
2249,Hampton,68 Littlewood St,4,h,2905000,S,Marshall,27/5/17,13.8,3188,4,2,2,630,,,Bayside,-37.93571,145.00964,Southern Metropolitan,5454
2250,Hampton Park,14 Tatterson St,3,h,561000,S,Harcourts,27/5/17,33.3,3976,3,2,3,646,,,Casey,-38.03378,145.2621,South-Eastern Metropolitan,8256
2251,Hawthorn,3/199 Auburn Rd,2,u,525000,SP,Marshall,27/5/17,5.3,3122,2,1,1,279,,,Boroondara,-37.82676,145.04444,Southern Metropolitan,11308
2252,Hawthorn East,8/772 Burwood Rd,2,u,802500,S,Jellis,27/5/17,6.2,3123,2,1,2,966,87,1970,Boroondara,-37.82524,145.05568,Southern Metropolitan,6482
2253,Hawthorn East,6/20 Denmark Hill Rd,1,u,441000,S,Jellis,27/5/17,6.2,3123,1,1,0,0,50,1960,Boroondara,-37.8327,145.05428,Southern Metropolitan,6482
2254,Hawthorn East,28 Mayston St,3,h,2680000,S,Jellis,27/5/17,6.2,3123,3,2,4,522,,,Boroondara,-37.82701,145.0541,Southern Metropolitan,6482
2255,Heidelberg West,581 Waterdale Rd,2,h,532000,S,Ray,27/5/17,8.8,3081,2,2,1,220,,,Banyule,-37.73549,145.0487,Eastern Metropolitan,2674
2256,Hillside,10 Chris Ct,4,h,677000,S,Barry,27/5/17,18,3037,4,2,2,661,196,1999,Brimbank,-37.69655,144.75538,Western Metropolitan,5556
2257,Hoppers Crossing,48 Branton Rd,3,h,553100,S,Triwest,27/5/17,18.4,3029,3,2,2,540,,1974,Wyndham,-37.8765,144.69638,Western Metropolitan,13830
2258,Hoppers Crossing,9 Hawthorn Dr,3,h,505000,S,Sweeney,27/5/17,18.4,3029,3,1,1,663,142,1995,Wyndham,-37.86658,144.71221,Western Metropolitan,13830
2259,Hoppers Crossing,8 Hayden St,3,h,492000,S,YPA,27/5/17,18.4,3029,3,1,1,581,,,Wyndham,-37.87711,144.68825,Western Metropolitan,13830
2260,Hughesdale,1/7 Dalston Rd,3,u,1203500,S,Ray,27/5/17,12.3,3166,3,2,2,311,127,2000,Monash,-37.89829,145.08141,Southern Metropolitan,3145
2261,Ivanhoe,128 Green St,3,h,1475000,S,Nelson,27/5/17,7.8,3079,3,1,2,424,114,1950,Banyule,-37.76353,145.02941,Eastern Metropolitan,5549
2262,Keilor East,92 Sterling Dr,4,h,698000,S,Nelson,27/5/17,11.7,3033,4,2,2,535,,,Moonee Valley,-37.74083,144.85545,Western Metropolitan,5629
2263,Kew,4/863 Glenferrie Rd,3,u,660000,S,Jellis,27/5/17,5.4,3101,3,1,1,1096,,,Boroondara,-37.81207,145.0371,Southern Metropolitan,10331
2264,Kew,35 Thornton St,4,h,2425000,PI,Jellis,27/5/17,5.4,3101,4,3,1,638,,,Boroondara,-37.80719,145.02248,Southern Metropolitan,10331
2265,Kew East,9 Hartwood St,4,h,2258000,S,Jellis,27/5/17,7.3,3102,4,1,2,836,173,1910,Boroondara,-37.79702,145.05352,Southern Metropolitan,2671
2266,Malvern East,76 Manning Rd,4,h,2400000,S,Marshall,27/5/17,8.4,3145,4,2,0,589,,,Stonnington,-37.87391,145.05562,Southern Metropolitan,8801
2267,Maribyrnong,21/9 Fabian Ct,2,u,530000,S,hockingstuart,27/5/17,4.3,3032,2,1,1,81,88,1980,Maribyrnong,-37.77323,144.89268,Western Metropolitan,4918
2268,Maribyrnong,18/4 Wests Rd,2,u,353000,S,Biggin,27/5/17,4.3,3032,2,1,1,4977,79,2000,Maribyrnong,-37.77367,144.88161,Western Metropolitan,4918
2269,McKinnon,75 Wright St,5,h,2300000,S,Hodges,27/5/17,11.4,3204,5,2,2,904,,,Glen Eira,-37.91074,145.03068,Southern Metropolitan,2397
2270,Mentone,5A Elizabeth St,3,t,1010000,S,Buxton,27/5/17,20,3194,3,1,2,309,,,Kingston,-37.98009,145.06118,South-Eastern Metropolitan,6162
2271,Middle Park,89 Armstrong St,3,h,3750000,PI,Greg,27/5/17,3,3206,3,2,1,411,,,Port Phillip,-37.85327,144.96223,Southern Metropolitan,2019
2272,Montmorency,3/50 Airlie Rd,3,t,960000,S,Barry,27/5/17,16.2,3094,3,2,2,397,,2003,Banyule,-37.72331,145.11909,Eastern Metropolitan,3891
2273,Mount Waverley,1/2 Gwynne St,2,u,670000,S,McGrath,27/5/17,14.2,3149,2,1,1,296,,,Monash,-37.87128,145.13051,Eastern Metropolitan,13366
2274,Niddrie,35 Spring St,4,h,1010000,S,Barry,27/5/17,10.4,3042,4,2,2,650,,,Moonee Valley,-37.73327,144.87482,Western Metropolitan,2291
2275,North Melbourne,4/8 Falshaws La,2,u,799000,S,Jellis,27/5/17,1.8,3051,2,1,1,0,73,1900,Melbourne,-37.79999,144.94961,Northern Metropolitan,6821
2276,North Melbourne,357 Flemington Rd,3,h,1285000,PI,J,27/5/17,1.8,3051,3,1,1,170,147,1990,Melbourne,-37.79074,144.94324,Northern Metropolitan,6821
2277,Northcote,16 Thomson St,2,h,1260000,S,Jellis,27/5/17,5.3,3070,2,1,1,234,,1900,Darebin,-37.78015,145.00777,Northern Metropolitan,11364
2278,Oakleigh,17 John St,2,h,1225000,S,Woodards,27/5/17,12.3,3166,2,1,2,567,,1940,Monash,-37.90193,145.10107,Southern Metropolitan,3224
2279,Parkdale,45 Eighth St,5,h,1485000,S,Buxton,27/5/17,21.5,3195,5,2,2,693,,1940,Kingston,-37.98928,145.07798,South-Eastern Metropolitan,5087
2280,Parkville,301/228 The Avenue,3,u,1560000,PI,Nelson,27/5/17,1.8,3052,3,2,1,2431,,,Melbourne,-37.78212,144.95755,Northern Metropolitan,2309
2281,Pascoe Vale,111 Derby St,3,h,876000,S,Nelson,27/5/17,8.5,3044,3,1,2,525,146,1960,Moreland,-37.72803,144.94624,Northern Metropolitan,7485
2282,Port Melbourne,31 Albert St,2,h,1335000,S,Cayzer,27/5/17,3.5,3207,2,1,0,181,105,1880,Port Phillip,-37.83661,144.93359,Southern Metropolitan,8648
2283,Port Melbourne,2/79 Pickles St,1,u,545000,S,Chisholm,27/5/17,3.5,3207,1,1,1,0,,2000,Port Phillip,-37.84237,144.94486,Southern Metropolitan,8648
2284,Prahran,102/11 Hillingdon Pl,2,u,698000,S,Marshall,27/5/17,4.6,3181,2,1,1,0,85,1900,Stonnington,-37.85163,144.9943,Southern Metropolitan,7717
2285,Prahran,15A Percy St,2,h,1170000,PI,Kay,27/5/17,4.6,3181,2,2,2,86,,,Stonnington,-37.85064,144.99095,Southern Metropolitan,7717
2286,Preston,19 Cynga St,3,h,920000,PI,Haughton,27/5/17,8.4,3072,3,1,2,693,93,1950,Darebin,-37.74528,145.01987,Northern Metropolitan,14577
2287,Preston,40/122 High St,3,u,550000,PI,Harcourts,27/5/17,8.4,3072,3,2,1,0,,2012,Darebin,-37.74762,145.00261,Northern Metropolitan,14577
2288,Preston,52 May St,3,h,1171000,S,Woodards,27/5/17,8.4,3072,3,1,2,483,186,1930,Darebin,-37.73261,144.99535,Northern Metropolitan,14577
2289,Preston,477 Murray Rd,5,h,1060000,SP,Nelson,27/5/17,8.4,3072,5,2,2,559,192,1940,Darebin,-37.73645,144.98715,Northern Metropolitan,14577
2290,Reservoir,5 Boldrewood Pde,3,h,817000,S,Barry,27/5/17,12,3073,3,1,2,700,,,Darebin,-37.72456,145.02292,Northern Metropolitan,21650
2291,Reservoir,104 Purinuan Rd,3,h,635000,SP,hockingstuart,27/5/17,12,3073,3,2,2,289,147,2009,Darebin,-37.70798,145.02101,Northern Metropolitan,21650
2292,Reservoir,2/116 Spring St,3,h,700000,S,Stockdale,27/5/17,12,3073,3,2,1,301,,,Darebin,-37.72839,145.00105,Northern Metropolitan,21650
2293,Richmond,52/73 River St,2,u,615000,PI,hockingstuart,27/5/17,2.4,3121,2,2,1,14196,86,2005,Yarra,-37.81894,145.01314,Northern Metropolitan,14949
2294,Ringwood,4 Strathallyn Rd,3,h,930000,S,Free,27/5/17,19.9,3134,3,1,1,835,,,Maroondah,-37.80237,145.23404,Eastern Metropolitan,7785
2295,Ringwood East,2/5 Mines Rd,2,u,609000,S,Barry,27/5/17,21.3,3135,2,1,2,190,70,1970,Maroondah,-37.80551,145.24589,Eastern Metropolitan,4407
2296,Sandringham,8/7 Neptune St,2,u,760000,S,Buxton,27/5/17,15.2,3191,2,1,1,0,82,1970,Bayside,-37.95142,145.01977,Southern Metropolitan,4497
2297,Seaford,12 Riviera St,4,h,795000,S,Veitch,27/5/17,35.4,3198,4,2,2,631,158,1960,Frankston,-38.08814,145.12598,South-Eastern Metropolitan,8077
2298,South Melbourne,67 Dow St,1,h,807500,S,Greg,27/5/17,1.9,3205,1,1,0,74,,1900,Port Phillip,-37.83627,144.9605,Southern Metropolitan,5943
2299,South Yarra,17/43 Kensington Rd,1,u,400000,VB,Jellis,27/5/17,2.7,3141,1,1,1,0,43,1950,Stonnington,-37.83678,145.00137,Southern Metropolitan,14887
2300,Spotswood,111 The Avenue,3,h,1000000,VB,Village,27/5/17,6.2,3015,3,1,3,399,,,Hobsons Bay,-37.82673,144.87495,Western Metropolitan,1223
2301,Sunshine,81 Parsons St,3,h,1070000,S,Bells,27/5/17,10.5,3020,3,2,2,573,198,1940,Brimbank,-37.79127,144.83713,Western Metropolitan,3755
2302,Sunshine,4/136 Wright St,1,u,245000,SP,Douglas,27/5/17,10.5,3020,1,1,1,44,,,Brimbank,-37.79501,144.8262,Western Metropolitan,3755
2303,Surrey Hills,25 James St,5,h,2505000,S,Jellis,27/5/17,10.2,3127,5,2,0,739,266,1927,Boroondara,-37.81708,145.09566,Southern Metropolitan,5457
2304,Surrey Hills,462 Whitehorse Rd,3,h,1620000,SA,Woodards,27/5/17,10.2,3127,3,1,2,665,,,Boroondara,-37.81455,145.0943,Southern Metropolitan,5457
2305,Truganina,1/14 Stable Dr,3,u,390000,SP,Sweeney,27/5/17,18.4,3029,3,2,1,289,138,2008,Wyndham,-37.84169,144.72333,Western Metropolitan,5811
2306,Tullamarine,1/6 Burvale Ct,3,t,555000,S,Barry,27/5/17,12.9,3043,3,2,2,286,,,Hume,-37.69728,144.87455,Western Metropolitan,3296
2307,West Footscray,5/19 Waratah St,3,u,597000,SP,Jas,27/5/17,6.4,3012,3,1,1,126,120,1995,Maribyrnong,-37.80962,144.86877,Western Metropolitan,5058
2308,Wheelers Hill,49 Phoenix Dr,5,h,1223000,S,Ray,27/5/17,16.7,3150,5,3,2,762,,,Monash,-37.91199,145.18419,South-Eastern Metropolitan,7392
2309,Williamstown,11 Hosking St,3,h,1367000,SP,hockingstuart,27/5/17,6.8,3016,3,1,2,410,,,Hobsons Bay,-37.85569,144.89374,Western Metropolitan,6380
2310,Williamstown North,6 Edina St,3,h,862000,SP,Greg,27/5/17,6.8,3016,3,1,1,353,85,1940,Hobsons Bay,-37.85432,144.88214,Western Metropolitan,802
2311,Wollert,8 Yumbarra Pde,4,h,595000,S,Iconek,27/5/17,25.5,3750,4,2,2,448,370,2012,Whittlesea,-37.61337,145.03606,Northern Metropolitan,2940
2312,Yarraville,1/27 Stephen St,2,u,709500,SP,Jas,27/5/17,6.3,3013,2,1,1,80,80,1970,Maribyrnong,-37.81133,144.89553,Western Metropolitan,6543
2313,Airport West,3/26 Highridge Cr,3,u,670000,S,Nelson,8/7/17,10.4,3042,3,1,2,169,153,2000,Moonee Valley,-37.72752,144.88358,Western Metropolitan,3464
2314,Albert Park,16 Greig St,4,h,3560000,S,Greg,8/7/17,3,3206,4,1,1,327,,,Port Phillip,-37.84118,144.95023,Southern Metropolitan,3280
2315,Avondale Heights,107 North Rd,3,h,680000,VB,FN,8/7/17,9.5,3034,3,1,1,596,,,Moonee Valley,-37.75718,144.85357,Western Metropolitan,4502
2316,Avondale Heights,132 Templewood Cr,3,h,1107500,S,Nelson,8/7/17,9.5,3034,3,3,1,668,190,2014,Moonee Valley,-37.75962,144.86675,Western Metropolitan,4502
2317,Bayswater,15 Edinburgh Rd,5,h,900000,S,LJ,8/7/17,23.2,3153,5,2,2,942,,,Knox,-37.85721,145.26305,Eastern Metropolitan,5030
